id;last_name;marital_status;gender; annual_income ; industry ;zip_code;age_at_issue;member_type;add_members; annual_fee ;payment_type;status;start_month;start_day;start_year;end_month;end_day;end_year
A03154;Colon;Married;M; $45.417,00 ;Energy;80222;64;Silver;3; $7.000,00 ;ANNUAL;ACTIVE;3;4;2010;NULL;;
A08233;McDonald;Married;M; $53.203,00 ;Energy;80222;50;Silver;3; $7.000,00 ;ANNUAL;ACTIVE;2;28;2013;NULL;;
A05450;Owens;Married;M; $68.864,00 ;Telecommunication Services;80222;38;Silver;3; $7.000,00 ;SEMI-ANNUAL;ACTIVE;2;28;2011;NULL;;
A01345;Ramsey;Single;F; $57.688,00 ;Information Technology;80222;23;Silver;0; $7.000,00 ;ANNUAL;ACTIVE;2;27;2009;NULL;;
A02779;Carter;Married;M; $89.863,00 ;Materials;80222;51;Bronze;2; $5.000,00 ;ANNUAL;ACTIVE;2;26;2010;NULL;;
A08143;Cox;Married;F; $76.119,00 ;Industrials;80222;29;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;2;19;2013;NULL;;
A02948;Carson;Married;F; $46.297,00 ;Health Care;80222;37;Bronze;2; $5.000,00 ;ANNUAL;ACTIVE;2;15;2010;NULL;;
A00005;Quinn;Married;M; $53.046,00 ;Unclassified;80222;27;Gold;2; $9.000,00 ;QUARTERLY;ACTIVE;1;31;2007;NULL;;
A07981;McLaughlin;Married;F; $76.667,00 ;Materials;80222;59;Bronze;2; $5.000,00 ;MONTHLY;ACTIVE;1;29;2013;NULL;;
A02879;Garcia;Married;M; $89.827,00 ;Energy;80222;41;Silver;1; $7.000,00 ;SEMI-ANNUAL;ACTIVE;1;29;2010;NULL;;
A02787;Joseph;Married;M; $51.528,00 ;Industrials;80222;58;Platinum;3; $15.000,00 ;ANNUAL;ACTIVE;1;22;2010;NULL;;
A01102;Roberson;Married;M; $45.534,00 ;Health Care;80222;47;Bronze;3; $5.000,00 ;ANNUAL;ACTIVE;1;15;2009;NULL;;
A02699;Harper;Married;M; $115.082,00 ;Industrials;80222;34;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;1;8;2010;NULL;;
A02567;Jennings;Married;M; $62.904,00 ;Information Technology;80224;33;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;12;31;2009;NULL;;
A06224;Matthews;Married;M; $95.636,00 ;Information Technology;80224;44;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;12;30;2011;NULL;;
A07789;Glover;Single;M; $48.420,00 ;Energy;80224;26;Platinum;0; $15.000,00 ;ANNUAL;ACTIVE;12;28;2012;NULL;;
A07623;Mack;Married;M; $38.648,00 ;Energy;80224;35;Gold;1; $9.000,00 ;ANNUAL;ACTIVE;11;30;2012;NULL;;
A02391;Bridges;Married;M; $83.451,00 ;Telecommunication Services;80224;56;Silver;3; $7.000,00 ;QUARTERLY;ACTIVE;11;27;2009;NULL;;
A04964;Wilkins;Married;M; $66.151,00 ;Utilities;80224;34;Platinum;3; $15.000,00 ;MONTHLY;ACTIVE;11;15;2010;NULL;;
A00940;Goodwin;Single;M; $51.689,00 ;Telecommunication Services;80224;23;Gold;0; $9.000,00 ;ANNUAL;ACTIVE;11;7;2008;NULL;;
A00059;Hill;Married;M; $60.680,00 ;Financials;80224;57;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;10;31;2007;NULL;;
A02207;Baldwin;Married;M; $56.413,00 ;Consumer Discretionary;80224;53;Bronze;1; $5.000,00 ;SEMI-ANNUAL;ACTIVE;10;27;2009;NULL;;
A00898;Chandler;Married;F; $83.666,00 ;Unclassified;80224;33;Gold;1; $9.000,00 ;SEMI-ANNUAL;ACTIVE;10;24;2008;NULL;;
A00894;Drake;Married;M; $98.001,00 ;Real Estate;80224;52;Silver;2; $7.000,00 ;SEMI-ANNUAL;ACTIVE;10;24;2008;NULL;;
A09950;Carroll;Married;M; $55.777,00 ;Consumer Discretionary;80224;35;Gold;1; $9.000,00 ;ANNUAL;ACTIVE;10;21;2013;NULL;;
A04912;Hayes;Married;M; $97.655,00 ;Real Estate;80224;46;Platinum;1; $15.000,00 ;SEMI-ANNUAL;ACTIVE;10;19;2010;NULL;;
A09982;Ruiz;Married;M; $35.744,00 ;Real Estate;80224;48;Silver;3; $7.000,00 ;MONTHLY;ACTIVE;10;18;2013;NULL;;
A00841;Caldwell;Married;F; $93.718,00 ;Telecommunication Services;80224;60;Platinum;2; $15.000,00 ;MONTHLY;ACTIVE;9;30;2008;NULL;;
A09704;Lamb;Single;M; $108.040,00 ;Real Estate;80224;52;Platinum;0; $15.000,00 ;ANNUAL;ACTIVE;9;19;2013;NULL;;
A05951;Dawson;Married;M; $61.008,00 ;Industrials;80224;38;Silver;2; $7.000,00 ;SEMI-ANNUAL;ACTIVE;9;19;2011;NULL;;
A02089;Santos;Married;M; $54.905,00 ;Information Technology;80224;48;Bronze;2; $5.000,00 ;ANNUAL;ACTIVE;9;16;2009;NULL;;
A02083;Rowe;Married;M; $75.438,00 ;Materials;80224;42;Platinum;2; $15.000,00 ;MONTHLY;ACTIVE;9;14;2009;NULL;;
A09679;Todd;Married;M; $42.760,00 ;Energy;80224;45;Silver;3; $7.000,00 ;ANNUAL;ACTIVE;9;10;2013;NULL;;
A00759;Manning;Single;F; $53.725,00 ;Financials;80224;34;Silver;0; $7.000,00 ;SEMI-ANNUAL;ACTIVE;9;9;2008;NULL;;
A07346;Thornton;Married;M; $102.188,00 ;Consumer Staples;80224;50;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;8;31;2012;NULL;;
A04800;Wood;Married;M; $53.766,00 ;Unclassified;80224;44;Gold;2; $9.000,00 ;ANNUAL;ACTIVE;8;31;2010;NULL;;
A04646;Waters;Married;M; $57.680,00 ;Telecommunication Services;80224;50;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;8;31;2010;NULL;;
A04613;Simon;Married;M; $113.704,00 ;Information Technology;80224;54;Platinum;2; $15.000,00 ;ANNUAL;ACTIVE;8;31;2010;NULL;;
A04790;Hernandez;Married;F; $38.422,00 ;Health Care;80224;64;Silver;3; $7.000,00 ;ANNUAL;ACTIVE;8;31;2010;NULL;;
A09631;Morales;Married;F; $91.073,00 ;Industrials;80224;67;Platinum;2; $15.000,00 ;ANNUAL;ACTIVE;8;30;2013;NULL;;
A00674;Lopez;Married;M; $79.991,00 ;Materials;80224;52;Silver;2; $7.000,00 ;ANNUAL;ACTIVE;8;29;2008;NULL;;
A04562;Barker;Single;M; $77.922,00 ;Energy;80224;36;Silver;0; $7.000,00 ;ANNUAL;ACTIVE;8;27;2010;NULL;;
A01986;Dixon;Single;M; $56.640,00 ;Industrials;80224;37;Platinum;0; $15.000,00 ;ANNUAL;ACTIVE;8;26;2009;NULL;;
A04475;Frank;Single;M; $89.855,00 ;Industrials;80224;25;Bronze;0; $5.000,00 ;ANNUAL;ACTIVE;8;25;2010;NULL;;
A07297;Robertson;Married;F; $75.001,00 ;Consumer Staples;80224;41;Platinum;2; $15.000,00 ;MONTHLY;ACTIVE;8;21;2012;NULL;;
A07275;Marsh;Married;F; $76.582,00 ;Unclassified;80224;46;Silver;3; $7.000,00 ;MONTHLY;ACTIVE;8;21;2012;NULL;;
A09460;Terry;Married;M; $111.004,00 ;Real Estate;80224;49;Bronze;2; $5.000,00 ;ANNUAL;ACTIVE;8;12;2013;NULL;;
A01955;Day;Married;M; $35.823,00 ;Unclassified;80224;48;Bronze;3; $5.000,00 ;ANNUAL;ACTIVE;8;7;2009;NULL;;
A01852;Thompson;Married;M; $35.706,00 ;Industrials;80224;41;Silver;2; $7.000,00 ;SEMI-ANNUAL;ACTIVE;7;7;2009;NULL;;
A04178;Dennis;Married;F; $51.207,00 ;Information Technology;80224;47;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;7;2;2010;NULL;;
A09182;Henderson;Married;M; $103.788,00 ;Unclassified;80224;55;Silver;2; $7.000,00 ;ANNUAL;ACTIVE;6;28;2013;NULL;;
A09161;Dean;Married;F; $53.424,00 ;Information Technology;80224;41;Bronze;2; $5.000,00 ;MONTHLY;ACTIVE;6;24;2013;NULL;;
A09096;Simpson;Married;M; $119.304,00 ;Health Care;80224;64;Platinum;3; $15.000,00 ;ANNUAL;ACTIVE;6;17;2013;NULL;;
A09009;Boyd;Married;M; $38.961,00 ;Financials;80224;30;Platinum;1; $15.000,00 ;SEMI-ANNUAL;ACTIVE;5;31;2013;NULL;;
A03986;Castillo;Married;F; $55.432,00 ;Utilities;80224;54;Gold;2; $9.000,00 ;ANNUAL;ACTIVE;5;31;2010;NULL;;
A08998;Rodgers;Single;M; $44.116,00 ;Energy;80224;58;Bronze;0; $5.000,00 ;SEMI-ANNUAL;ACTIVE;5;30;2013;NULL;;
A01714;Thompson;Married;F; $40.993,00 ;Unclassified;80224;39;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;5;29;2009;NULL;;
A01733;Bush;Married;M; $55.776,00 ;Real Estate;80224;48;Silver;3; $7.000,00 ;MONTHLY;ACTIVE;5;29;2009;NULL;;
A03983;Wilson;Married;M; $52.339,00 ;Telecommunication Services;80224;45;Gold;1; $9.000,00 ;ANNUAL;ACTIVE;5;28;2010;NULL;;
A03949;Weaver;Married;M; $108.127,00 ;Consumer Discretionary;80224;36;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;5;27;2010;NULL;;
A01699;Allen;Married;F; $105.652,00 ;Energy;80224;37;Silver;2; $7.000,00 ;ANNUAL;ACTIVE;5;27;2009;NULL;;
A03880;Harmon;Married;M; $53.139,00 ;Energy;80224;45;Silver;2; $7.000,00 ;ANNUAL;ACTIVE;5;26;2010;NULL;;
A05764;Bailey;Single;M; $79.792,00 ;Financials;80224;30;Silver;0; $7.000,00 ;MONTHLY;ACTIVE;5;23;2011;NULL;;
A08902;Higgins;Married;F; $60.004,00 ;Materials;80224;53;Gold;2; $9.000,00 ;MONTHLY;ACTIVE;4;22;2013;NULL;;
A08861;Hale;Married;F; $65.061,00 ;Energy;80224;42;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;4;17;2013;NULL;;
A03716;Osborne;Married;M; $105.268,00 ;Health Care;80224;49;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;4;9;2010;NULL;;
A08201;Bell;Married;M; $82.713,00 ;Unclassified;80224;63;Platinum;2; $15.000,00 ;ANNUAL;ACTIVE;3;31;2013;NULL;;
A05593;Oliver;Single;M; $76.637,00 ;Consumer Staples;80224;26;Bronze;0; $5.000,00 ;ANNUAL;ACTIVE;3;31;2011;NULL;;
A05664;Underwood;Married;M; $81.505,00 ;Consumer Discretionary;80224;46;Bronze;2; $5.000,00 ;SEMI-ANNUAL;ACTIVE;3;31;2011;NULL;;
A03585;Gilbert;Married;F; $58.383,00 ;Materials;80224;39;Silver;1; $7.000,00 ;SEMI-ANNUAL;ACTIVE;3;31;2010;NULL;;
A03590;McBride;Married;M; $87.560,00 ;Energy;80224;42;Gold;1; $9.000,00 ;ANNUAL;ACTIVE;3;31;2010;NULL;;
A01581;Hopkins;Married;M; $62.277,00 ;Real Estate;80224;40;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;3;31;2009;NULL;;
A06897;Luna;Married;M; $81.084,00 ;Real Estate;80224;40;Silver;3; $7.000,00 ;ANNUAL;ACTIVE;3;30;2012;NULL;;
A06948;Bowman;Married;M; $59.052,00 ;Information Technology;80224;42;Gold;3; $9.000,00 ;MONTHLY;ACTIVE;3;30;2012;NULL;;
A06884;Collins;Married;M; $48.240,00 ;Materials;80224;50;Gold;3; $9.000,00 ;SEMI-ANNUAL;ACTIVE;3;30;2012;NULL;;
A06846;Alvarez;Widowed;M; $72.501,00 ;Telecommunication Services;80224;55;Gold;0; $9.000,00 ;MONTHLY;ACTIVE;3;30;2012;NULL;;
A01506;Vargas;Married;M; $118.253,00 ;Telecommunication Services;80224;41;Silver;3; $7.000,00 ;ANNUAL;ACTIVE;3;30;2009;NULL;;
A03495;Waters;Married;M; $61.446,00 ;Information Technology;80224;47;Silver;1; $7.000,00 ;SEMI-ANNUAL;ACTIVE;3;29;2010;NULL;;
A08583;Santos;Married;F; $46.859,00 ;Consumer Staples;80224;47;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;3;28;2013;NULL;;
A08483;Joseph;Married;M; $44.152,00 ;Utilities;80224;46;Platinum;3; $15.000,00 ;ANNUAL;ACTIVE;3;22;2013;NULL;;
A03341;Crawford;Married;M; $38.927,00 ;Materials;80224;69;Platinum;2; $15.000,00 ;ANNUAL;ACTIVE;3;22;2010;NULL;;
A08431;Becker;Married;M; $67.954,00 ;Unclassified;80224;53;Platinum;1; $15.000,00 ;MONTHLY;ACTIVE;3;20;2013;NULL;;
A01414;Grant;Married;M; $35.485,00 ;Unclassified;80224;52;Platinum;3; $15.000,00 ;MONTHLY;ACTIVE;3;16;2009;NULL;;
A08369;Gonzales;Married;M; $107.125,00 ;Consumer Staples;80224;51;Gold;2; $9.000,00 ;ANNUAL;ACTIVE;3;15;2013;NULL;;
A01400;Griffith;Married;M; $58.669,00 ;Materials;80224;42;Platinum;1; $15.000,00 ;SEMI-ANNUAL;ACTIVE;3;13;2009;NULL;;
A00283;Jimenez;Married;M; $53.142,00 ;Real Estate;80224;28;Bronze;1; $5.000,00 ;ANNUAL;ACTIVE;3;13;2008;NULL;;
A06508;Jensen;Married;M; $94.126,00 ;Telecommunication Services;80224;40;Gold;1; $9.000,00 ;MONTHLY;ACTIVE;2;28;2012;NULL;;
A06481;Stokes;Married;M; $74.456,00 ;Information Technology;80224;40;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;2;24;2012;NULL;;
A02850;Wheeler;Married;M; $102.107,00 ;Financials;80224;61;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;2;11;2010;NULL;;
A02698;Ballard;Married;F; $62.446,00 ;Industrials;80224;56;Gold;2; $9.000,00 ;SEMI-ANNUAL;ACTIVE;2;3;2010;NULL;;
A02865;Zimmerman;Married;F; $43.291,00 ;Telecommunication Services;80224;65;Platinum;2; $15.000,00 ;ANNUAL;ACTIVE;1;29;2010;NULL;;
A02847;Harvey;Widowed;M; $97.094,00 ;Unclassified;80224;75;Bronze;0; $5.000,00 ;SEMI-ANNUAL;ACTIVE;1;29;2010;NULL;;
A05308;Gardner;Married;M; $106.351,00 ;Materials;80224;45;Silver;2; $7.000,00 ;ANNUAL;ACTIVE;1;28;2011;NULL;;
A00149;Wood;Married;M; $51.426,00 ;Industrials;80224;36;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;1;23;2008;NULL;;
A02642;Chambers;Married;F; $64.075,00 ;Real Estate;80224;29;Silver;2; $7.000,00 ;ANNUAL;ACTIVE;1;15;2010;NULL;;
A07826;Goodwin;Married;F; $39.473,00 ;Telecommunication Services;80231;38;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;12;31;2012;NULL;;
A02539;Bates;Married;M; $65.186,00 ;Energy;80231;74;Gold;2; $9.000,00 ;ANNUAL;ACTIVE;12;29;2009;NULL;;
A01110;Howell;Married;F; $112.351,00 ;Information Technology;80231;48;Gold;1; $9.000,00 ;MONTHLY;ACTIVE;12;29;2008;NULL;;
A05143;Gordon;Married;F; $85.105,00 ;Energy;80231;41;Silver;3; $7.000,00 ;SEMI-ANNUAL;ACTIVE;12;27;2010;NULL;;
A07734;Marsh;Single;M; $86.999,00 ;Energy;80231;37;Bronze;0; $5.000,00 ;ANNUAL;ACTIVE;12;19;2012;NULL;;
A01065;Robbins;Single;M; $105.107,00 ;Real Estate;80231;26;Bronze;0; $5.000,00 ;ANNUAL;ACTIVE;12;19;2008;NULL;;
A07706;Wheeler;Married;F; $62.489,00 ;Telecommunication Services;80231;54;Silver;1; $7.000,00 ;SEMI-ANNUAL;ACTIVE;12;14;2012;NULL;;
A02423;Reeves;Single;M; $102.989,00 ;Consumer Staples;80231;49;Gold;0; $9.000,00 ;SEMI-ANNUAL;ACTIVE;12;7;2009;NULL;;
A07620;Hanson;Married;M; $49.492,00 ;Real Estate;80231;39;Bronze;2; $5.000,00 ;ANNUAL;ACTIVE;11;30;2012;NULL;;
A07572;Copeland;Married;M; $92.535,00 ;Real Estate;80231;52;Bronze;1; $5.000,00 ;ANNUAL;ACTIVE;11;30;2012;NULL;;
A07622;Bush;Married;M; $53.414,00 ;Health Care;80231;61;Platinum;1; $15.000,00 ;MONTHLY;ACTIVE;11;30;2012;NULL;;
A10347;Elliott;Single;M; $87.530,00 ;Unclassified;80231;47;Silver;0; $7.000,00 ;SEMI-ANNUAL;ACTIVE;11;29;2013;NULL;;
A00950;Jackson;Married;M; $51.732,00 ;Consumer Discretionary;80231;58;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;11;24;2008;NULL;;
A10254;Cannon;Married;F; $117.118,00 ;Unclassified;80231;43;Platinum;2; $15.000,00 ;MONTHLY;ACTIVE;11;19;2013;NULL;;
A00954;Wagner;Married;F; $107.665,00 ;Industrials;80231;40;Silver;3; $7.000,00 ;QUARTERLY;ACTIVE;11;17;2008;NULL;;
A10205;Rodriquez;Single;M; $47.614,00 ;Consumer Discretionary;80231;27;Bronze;0; $5.000,00 ;MONTHLY;ACTIVE;11;11;2013;NULL;;
A10181;Johnston;Married;F; $95.915,00 ;Financials;80231;36;Gold;3; $9.000,00 ;MONTHLY;ACTIVE;11;7;2013;NULL;;
A06060;Collier;Divorced;F; $112.155,00 ;Materials;80231;42;Platinum;0; $15.000,00 ;ANNUAL;ACTIVE;11;4;2011;NULL;;
A02204;Myers;Married;M; $76.947,00 ;Consumer Discretionary;80231;45;Bronze;2; $5.000,00 ;ANNUAL;ACTIVE;10;21;2009;NULL;;
A10036;Padilla;Married;M; $111.592,00 ;Real Estate;80231;49;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;10;15;2013;NULL;;
A10050;Higgins;Widowed;M; $86.023,00 ;Real Estate;80231;51;Bronze;0; $5.000,00 ;MONTHLY;ACTIVE;10;15;2013;NULL;;
A02205;Zimmerman;Married;M; $49.406,00 ;Consumer Staples;80231;58;Platinum;3; $15.000,00 ;SEMI-ANNUAL;ACTIVE;10;14;2009;NULL;;
A09870;Barber;Widowed;F; $37.938,00 ;Consumer Staples;80231;45;Bronze;0; $5.000,00 ;MONTHLY;ACTIVE;9;30;2013;NULL;;
A09859;Stevenson;Single;F; $97.170,00 ;Consumer Staples;80231;48;Silver;0; $7.000,00 ;ANNUAL;ACTIVE;9;30;2013;NULL;;
A09911;Fowler;Married;M; $110.635,00 ;Telecommunication Services;80231;55;Silver;3; $7.000,00 ;QUARTERLY;ACTIVE;9;30;2013;NULL;;
A00832;Banks;Single;M; $99.422,00 ;Financials;80231;37;Bronze;0; $5.000,00 ;SEMI-ANNUAL;ACTIVE;9;30;2008;NULL;;
A07409;Wright;Married;M; $119.326,00 ;Unclassified;80231;44;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;9;27;2012;NULL;;
A02117;Ortega;Single;F; $59.361,00 ;Materials;80231;58;Gold;0; $9.000,00 ;ANNUAL;ACTIVE;9;23;2009;NULL;;
A02082;McDaniel;Married;F; $106.998,00 ;Energy;80231;39;Gold;2; $9.000,00 ;ANNUAL;ACTIVE;9;14;2009;NULL;;
A09686;Sherman;Single;F; $83.760,00 ;Real Estate;80231;23;Platinum;0; $15.000,00 ;ANNUAL;ACTIVE;9;11;2013;NULL;;
A09662;Manning;Married;F; $70.142,00 ;Unclassified;80231;57;Silver;3; $7.000,00 ;MONTHLY;ACTIVE;9;6;2013;NULL;;
A04726;Dawson;Married;M; $113.802,00 ;Financials;80231;41;Bronze;2; $5.000,00 ;MONTHLY;ACTIVE;8;31;2010;NULL;;
A04607;Craig;Married;F; $57.178,00 ;Industrials;80231;34;Bronze;3; $5.000,00 ;ANNUAL;ACTIVE;8;30;2010;NULL;;
A04608;Moody;Married;F; $65.448,00 ;Utilities;80231;37;Bronze;1; $5.000,00 ;ANNUAL;ACTIVE;8;30;2010;NULL;;
A07298;Stephens;Married;M; $39.577,00 ;Energy;80231;42;Gold;1; $9.000,00 ;ANNUAL;ACTIVE;8;22;2012;NULL;;
A04426;Rodriquez;Married;M; $42.859,00 ;Real Estate;80231;63;Silver;2; $7.000,00 ;ANNUAL;ACTIVE;8;17;2010;NULL;;
A09476;Reid;Married;F; $35.639,00 ;Energy;80231;41;Gold;2; $9.000,00 ;ANNUAL;ACTIVE;8;16;2013;NULL;;
A04393;Hale;Married;M; $85.945,00 ;Energy;80231;43;Platinum;1; $15.000,00 ;SEMI-ANNUAL;ACTIVE;8;16;2010;NULL;;
A05869;Tyler;Married;M; $81.055,00 ;Real Estate;80231;29;Gold;2; $9.000,00 ;ANNUAL;ACTIVE;7;29;2011;NULL;;
A07227;Mitchell;Married;M; $105.878,00 ;Industrials;80231;34;Silver;1; $7.000,00 ;SEMI-ANNUAL;ACTIVE;7;27;2012;NULL;;
A09286;Bowman;Married;M; $105.363,00 ;Information Technology;80231;62;Platinum;3; $15.000,00 ;MONTHLY;ACTIVE;7;18;2013;NULL;;
A07150;Stevenson;Married;M; $75.555,00 ;Unclassified;80231;52;Platinum;3; $15.000,00 ;MONTHLY;ACTIVE;7;11;2012;NULL;;
A09265;Ray;Married;M; $69.655,00 ;Materials;80231;54;Bronze;3; $5.000,00 ;MONTHLY;ACTIVE;7;10;2013;NULL;;
A07140;Nichols;Married;M; $72.636,00 ;Financials;80231;38;Platinum;3; $15.000,00 ;ANNUAL;ACTIVE;7;9;2012;NULL;;
A04135;Nguyen;Married;M; $55.191,00 ;Consumer Discretionary;80231;43;Gold;1; $9.000,00 ;ANNUAL;ACTIVE;7;2;2010;NULL;;
A00578;Fox;Married;M; $43.268,00 ;Unclassified;80231;48;Bronze;1; $5.000,00 ;SEMI-ANNUAL;ACTIVE;7;1;2008;NULL;;
A04121;Holt;Married;M; $83.750,00 ;Utilities;80231;39;Silver;3; $7.000,00 ;ANNUAL;ACTIVE;6;28;2010;NULL;;
A09115;Marsh;Widowed;F; $91.419,00 ;Telecommunication Services;80231;61;Platinum;0; $15.000,00 ;MONTHLY;ACTIVE;6;20;2013;NULL;;
A04059;Lloyd;Married;M; $48.486,00 ;Health Care;80231;45;Platinum;2; $15.000,00 ;ANNUAL;ACTIVE;6;15;2010;NULL;;
A01780;Soto;Single;M; $88.329,00 ;Unclassified;80231;25;Bronze;0; $5.000,00 ;MONTHLY;ACTIVE;6;15;2009;NULL;;
A04014;Herrera;Married;M; $87.344,00 ;Real Estate;80231;51;Platinum;3; $15.000,00 ;ANNUAL;ACTIVE;6;3;2010;NULL;;
A01732;Hogan;Married;M; $73.152,00 ;Consumer Discretionary;80231;29;Gold;1; $9.000,00 ;ANNUAL;ACTIVE;5;29;2009;NULL;;
A01731;Jacobs;Single;M; $75.398,00 ;Telecommunication Services;80231;34;Platinum;0; $15.000,00 ;ANNUAL;ACTIVE;5;29;2009;NULL;;
A00479;Bowen;Married;M; $105.913,00 ;Financials;80231;38;Bronze;2; $5.000,00 ;ANNUAL;ACTIVE;5;6;2008;NULL;;
A08893;Chapman;Married;M; $56.896,00 ;Consumer Staples;80231;51;Silver;3; $7.000,00 ;ANNUAL;ACTIVE;4;25;2013;NULL;;
A08600;Norris;Married;M; $118.613,00 ;Consumer Staples;80231;39;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;3;31;2013;NULL;;
A05623;Hampton;Married;M; $49.641,00 ;Materials;80231;39;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;3;31;2011;NULL;;
A08636;Jennings;Married;F; $95.838,00 ;Industrials;80231;37;Platinum;2; $15.000,00 ;ANNUAL;ACTIVE;3;30;2013;NULL;;
A01512;Martin;Single;M; $53.461,00 ;Consumer Discretionary;80231;26;Platinum;0; $15.000,00 ;ANNUAL;ACTIVE;3;30;2009;NULL;;
A03493;Grant;Married;F; $50.942,00 ;Information Technology;80231;43;Bronze;3; $5.000,00 ;ANNUAL;ACTIVE;3;29;2010;NULL;;
A06769;Walton;Married;M; $44.317,00 ;Consumer Discretionary;80231;38;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;3;26;2012;NULL;;
A03286;Hart;Married;F; $58.564,00 ;Unclassified;80231;34;Silver;2; $7.000,00 ;SEMI-ANNUAL;ACTIVE;3;26;2010;NULL;;
A03456;Paul;Single;M; $44.061,00 ;Materials;80231;40;Silver;0; $7.000,00 ;SEMI-ANNUAL;ACTIVE;3;26;2010;NULL;;
A03415;Wright;Married;M; $42.137,00 ;Financials;80231;55;Silver;2; $7.000,00 ;ANNUAL;ACTIVE;3;26;2010;NULL;;
A01469;Rose;Married;M; $53.676,00 ;Materials;80231;33;Gold;1; $9.000,00 ;MONTHLY;ACTIVE;3;24;2009;NULL;;
A01478;Hale;Married;M; $107.219,00 ;Materials;80231;35;Platinum;3; $15.000,00 ;MONTHLY;ACTIVE;3;24;2009;NULL;;
A08471;Brooks;Married;M; $96.111,00 ;Telecommunication Services;80231;35;Silver;1; $7.000,00 ;MONTHLY;ACTIVE;3;20;2013;NULL;;
A06498;Sparks;Married;M; $46.347,00 ;Information Technology;80231;40;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;3;6;2012;NULL;;
A03172;Miles;Married;M; $72.177,00 ;Utilities;80231;50;Bronze;2; $5.000,00 ;ANNUAL;ACTIVE;3;5;2010;NULL;;
A01338;Barnes;Married;M; $61.077,00 ;Materials;80231;54;Bronze;3; $5.000,00 ;SEMI-ANNUAL;ACTIVE;3;5;2009;NULL;;
A08223;Kim;Married;M; $61.353,00 ;Real Estate;80231;44;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;2;28;2013;NULL;;
A06516;Lee;Married;F; $49.544,00 ;Consumer Staples;80231;45;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;2;28;2012;NULL;;
A03096;Snyder;Married;M; $114.890,00 ;Consumer Staples;80231;58;Bronze;1; $5.000,00 ;ANNUAL;ACTIVE;2;26;2010;NULL;;
A02959;Mendoza;Married;M; $57.510,00 ;Information Technology;80231;56;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;2;17;2010;NULL;;
A00211;Stephens;Single;M; $57.835,00 ;Information Technology;80231;27;Bronze;0; $5.000,00 ;MONTHLY;ACTIVE;2;11;2008;NULL;;
A07964;Sharp;Married;F; $84.393,00 ;Real Estate;80231;27;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;2;8;2013;NULL;;
A02876;Pope;Single;F; $57.838,00 ;Unclassified;80231;26;Platinum;0; $15.000,00 ;ANNUAL;ACTIVE;2;3;2010;NULL;;
A02707;Johnson;Married;M; $47.872,00 ;Consumer Discretionary;80231;49;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;1;29;2010;NULL;;
A00004;Hale;Married;M; $59.759,00 ;Real Estate;80231;39;Bronze;2; $5.000,00 ;ANNUAL;ACTIVE;1;22;2007;NULL;;
A02505;Carpenter;Single;M; $74.069,00 ;Information Technology;80231;23;Gold;0; $9.000,00 ;ANNUAL;ACTIVE;1;11;2010;NULL;;
A07871;Strickland;Single;M; $44.977,00 ;Industrials;80237;41;Platinum;0; $15.000,00 ;ANNUAL;ACTIVE;12;31;2012;NULL;;
A02614;Soto;Married;M; $85.994,00 ;Consumer Discretionary;80237;48;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;12;31;2009;NULL;;
A01154;Ortega;Single;M; $40.066,00 ;Energy;80237;26;Bronze;0; $5.000,00 ;MONTHLY;ACTIVE;12;31;2008;NULL;;
A02559;Dawson;Married;M; $105.951,00 ;Financials;80237;46;Bronze;3; $5.000,00 ;ANNUAL;ACTIVE;12;29;2009;NULL;;
A07618;Gray;Married;M; $48.850,00 ;Consumer Staples;80237;55;Gold;1; $9.000,00 ;SEMI-ANNUAL;ACTIVE;12;12;2012;NULL;;
